,Name,Longitude,Latitude,Elevation
36252,Brunnbach,14.5141666666667,47.8158333333333,595.0
36384,Brunngraben,15.2883333333333,47.7263888888889,710.0
37044,Dalaas,10.0288888888889,47.1288888888889,951.0
37704,Deutsch_Jahrndorf,17.1011111111111,48.0036111111111,131.0
38136,Deutsch_Kaltenbrunn,16.1241666666667,47.0894444444445,358.0
38544,Deutschkreutz,16.6394444444444,47.5941666666667,175.0
39204,Diex,14.6172222222222,46.7441666666667,1150.0
39864,Dobersberg,15.3169444444444,48.9183333333333,488.0
40116,Donnersbachwald,14.1222222222222,47.3766666666667,980.0
40716,Donnerskirchen,16.6602777777778,47.8891666666667,126.0
41376,Donnerskirchen_Waldgasse_,16.6352777777778,47.9063888888889,206.0
41832,Doren,9.86138888888889,47.49,710.0
42492,Dornbirn,9.73861111111111,47.4047222222222,441.0
43152,Drassburg,16.4916666666667,47.7469444444445,229.0
43812,Dreifaltigkeit,14.2866666666667,46.8066666666667,1180.0
44484,Dresdner_Hutte,11.14,46.9975,2290.0
45048,Durnbach_im_Burgenland,16.3886111111111,47.2630555555556,292.0
45444,Durnkrut,16.8455555555556,48.4730555555556,163.0
46008,Durrnberg,13.0919444444444,47.6680555555556,726.0
46140,Ebelsberg_Gottschallingerstr_,14.3186111111111,48.2372222222222,261.0
46800,Ebensee_Wasserwerk_,13.7838888888889,47.8005555555556,422.0
47244,Eberau,16.4586111111111,47.1094444444445,215.0
47904,Eberschwang,13.5608333333333,48.1583333333333,535.0
48036,Ebnit,9.74944444444444,47.3511111111111,1051.0
48696,Eckartsau,16.7975,48.1477777777778,146.0
49356,Edmundshof,16.9958333333333,47.9055555555556,148.0
50016,Eferding,14.0169444444444,48.3227777777778,274.0
50352,Egg,9.91194444444444,47.4363888888889,660.0
51012,Eggenburg,15.8172222222222,48.6361111111111,362.0
51084,Eibiswald,15.2586111111111,46.6916666666667,360.0
51744,Eisenberg_an_der_Pinka,16.4247222222222,47.1797222222222,247.0
52404,Eisenkappel,14.5927777777778,46.4733333333333,623.0
53064,Eisenstadt,16.5430555555556,47.8566666666667,195.0
53508,Ellmau,12.2786111111111,47.525,750.0
54168,Elmen_Martinau,10.5436111111111,47.3583333333333,954.0
54828,Eltendorf,16.1961111111111,47.0097222222222,244.0
55200,Enns,14.4802777777778,48.2038888888889,259.0
55860,Ennsbach,15.0280555555556,48.1480555555556,244.0
56520,Eugendorf,13.1219444444444,47.8852777777778,520.0
57180,Faak_am_See,13.9147222222222,46.5627777777778,585.0
57456,Fehring,16.0177777777778,46.9333333333333,260.0
58068,Feistritz_an_der_Gail,13.6105555555556,46.5766666666667,561.0
58740,Felbertauerntunnel_Sud,12.5055555555556,47.1183333333333,1637.0
59304,Festenburg_Hinterberg,15.9233333333333,47.4875,920.0
59616,Fieberbrunn,12.5502777777778,47.4683333333333,850.0
60180,Filzmoos,13.5230555555556,47.4355555555556,1050.0
60840,Flachau,13.3958333333333,47.3472222222222,910.0
61500,Fladnitzberg,15.4827777777778,47.3075,1070.0
61956,Flattnitz,14.0369444444444,46.9413888888889,1430.0
62628,Flirsch,10.4108333333333,47.1522222222222,1204.0
63060,Forchach,10.5858333333333,47.4197222222222,910.0
63720,Forchtenstein,16.335,47.7088888888889,397.0
64380,Frankenau,16.6025,47.4519444444445,208.0
64764,Frankenburg,13.4933333333333,48.0677777777778,515.0
65424,Frankenfels,15.3277777777778,47.9825,468.0
66084,Franzensdorf,16.6433333333333,48.19,152.0
66744,Frastanz,9.63583333333333,47.2166666666667,487.0
67164,Frauenkirchen,16.9247222222222,47.8272222222222,122.0
67404,Frauental,15.2186111111111,46.8394444444445,350.0
67788,Frein_an_der_Murz,15.4883333333333,47.7427777777778,867.0
68352,Friedberg_Ortgraben,16.0491666666667,47.4369444444444,550.0
69012,Friedburg,13.2475,48.0172222222222,512.0
69396,Frohnleiten,15.3230555555556,47.2691666666667,420.0
70056,Furth_Harras,15.915,47.9813888888889,488.0
70656,Fuschl,13.3047222222222,47.7933333333333,670.0
71316,Fussach,9.665,47.4816666666667,400.0
71976,Gaberl,14.9513888888889,47.1108333333333,1160.0
72396,Gaisberg,14.4172222222222,46.9730555555556,930.0
72804,Gaissau,9.59861111111111,47.4677777777778,400.0
73464,Gallneukirchen,14.4091666666667,48.3552777777778,330.0
74112,Gars_am_Kamp,15.6675,48.5986111111111,270.0
74508,Gasen,15.5852777777778,47.3894444444445,950.0
74736,Gasselsdorf,14.6225,47.2047222222222,780.0
75048,Gattendorf,16.9819444444444,48.0158333333333,150.0
75588,Geboltskirchen,13.6327777777778,48.1572222222222,540.0
76116,Gedersberg,15.3891666666667,47.0105555555556,390.0
76548,Gedersdorf,15.6911111111111,48.4341666666667,196.0
76800,Geretsberg,12.9511111111111,48.0952777777778,505.0
77460,Gerlos,12.03,47.2244444444444,1263.0
78120,Gfohl,15.4922222222222,48.5177777777778,582.0
78528,Ginzling,11.7925,47.0913888888889,1060.0
79188,Glanegg,13.0175,47.7494444444444,450.0
79848,Glanz,15.5013888888889,46.6516666666667,476.0
80232,Glashutten_bei_Langeck,16.3844444444444,47.3755555555556,431.0
80712,Glasing,16.3652777777778,47.0477777777778,209.0
81108,Gloggnitz,15.9394444444444,47.6641666666667,509.0
81768,Gmund,14.9797222222222,48.7641666666667,498.0
82416,Gmunden_Traundorf,13.8069444444444,47.9366666666667,456.0
82944,Goldworth,14.0855555555556,48.3297222222222,260.0
83592,Golling_Torren,13.1575,47.5916666666667,473.0
84252,Gosau,13.5419444444444,47.5897222222222,765.0
84912,Gossl,13.8927777777778,47.6413888888889,710.0
85572,Gostling_an_der_Ybbs,14.9313888888889,47.8105555555556,530.0
86232,Grades_Klachl,14.2808333333333,46.975,725.0
86748,Grafenschlag,15.1397222222222,48.4869444444445,787.0
87396,Grafenworth,15.7552777777778,48.4075,190.0
88056,Gramais,10.5355555555556,47.2688888888889,1320.0
88716,Gratkorn,15.3238888888889,47.1466666666667,392.0
89376,Graz_Andritz,15.4158333333333,47.1097222222222,361.0
90036,Graz_Gries,15.4233333333333,47.0561111111111,350.0
90336,Greifenburg,13.1794444444444,46.7466666666667,610.0
91008,Grein,14.8644444444444,48.2313888888889,270.0
91668,Greith,14.0219444444444,47.5691666666667,945.0
92052,Gresten,15.0225,47.9922222222222,398.0
92592,Gries,11.0266666666667,47.07,1590.0
92916,Gries_im_Sellrain,11.1525,47.1886111111111,1227.0
93576,Grieskirchen_Moosham,13.8091666666667,48.2327777777778,352.0
94236,Gross_Gerungs,14.9608333333333,48.575,680.0
94872,Gross_St_Florian,15.3138888888889,46.8280555555556,320.0
95172,Grossarl,13.2,47.2383333333333,890.0
95832,Grossgmain,12.9191666666667,47.7280555555556,560.0
95892,Grossheinrichschlag,15.3844444444444,48.4197222222222,704.0
96552,Grosslobming,14.8052777777778,47.1811111111111,650.0
97008,Grosswilfersdorf,16.0033333333333,47.0747222222222,275.0
97596,Grubegg,13.9261111111111,47.5475,790.0
98256,Grubhof_St_Martin,12.6997222222222,47.5775,630.0
98916,Grunau_Almegg,13.9394444444444,47.8602777777778,540.0
99576,Gschnaidt,15.1655555555556,47.2022222222222,1128.0
100056,Gschnitz_Obertal,11.3325,47.0283333333333,1280.0
100452,Gschosswand,11.83,47.1758333333333,1790.0
101004,Guglwald,14.1705555555556,48.5883333333333,727.0
101652,Gutau,14.6091666666667,48.4244444444444,630.0
102300,Gutenstein,15.8944444444444,47.8775,478.0
102960,Gutle,9.77611111111111,47.3930555555556,530.0
103620,Guttaring,14.5302777777778,46.8955555555556,710.0
103956,Hagensdorf_Luising,16.4780555555556,47.0111111111111,199.0
104616,Haidbach,12.4858333333333,47.2541666666667,900.0
105264,Hainfeld,15.7841666666667,48.0330555555556,429.0
105396,Halbturn,16.9863888888889,47.8730555555556,130.0
106056,Hall_in_Tirol,11.4936111111111,47.2877777777778,585.0
106332,Hallein,13.0886111111111,47.6880555555556,443.0
106404,Hard_Rotachstrasse_,9.69944444444445,47.4822222222222,401.0
106668,Haringgraben,15.1108333333333,47.5491666666667,1020.0
107088,Hartberg,15.9733333333333,47.2838888888889,350.0
107748,Haslach,14.0402777777778,48.5863888888889,542.0
108396,Hebalpe,15.0108333333333,46.9288888888889,1310.0
109056,Heiligenblut,12.8519444444444,47.0366666666667,1380.0
109728,Heiligenkreuz,16.2533333333333,46.9888888888889,228.0
109968,Helfenberg,14.1477777777778,48.545,598.0
110604,Hellmonsodt,14.3041666666667,48.4330555555556,840.0
111252,Hinterhornbach,10.4547222222222,47.3591666666667,1100.0
111912,Hinterlug,14.7644444444444,47.9341666666667,416.0
112152,Hinterriss,11.4638888888889,47.4802777777778,920.0
112812,Hintersee_AT_HZB,13.2225,47.7611111111111,727.0
113472,Hinterstoder,14.1575,47.7005555555556,590.0
114132,Hirschegg,14.9244444444444,47.0169444444445,1158.0
114684,Hittisau,9.93944444444444,47.4683333333333,800.0
115344,Hochberg,12.3633333333333,46.8152777777778,1672.0
116016,Hocheck,13.3505555555556,48.0472222222222,595.0
116424,Hochegg,13.5663888888889,46.7333333333333,1030.0
117096,Hochfilzen,12.6216666666667,47.4702777777778,960.0
117756,Hochgleinz,15.3322222222222,46.8058333333333,340.0
118032,Hochstrass,16.3997222222222,47.4283333333333,424.0
118692,Hochwolkersdorf,16.2777777777778,47.6655555555556,614.0
119292,Hofen,10.6811111111111,47.4716666666667,874.0
119952,Hofkirchen_an_der_Trattnach,13.7394444444444,48.2172222222222,385.0
120492,Hofstetten,15.5138888888889,48.0958333333333,318.0
121152,Hohenau_am_Wechsel,15.9852777777778,47.4608333333333,1080.0
121680,Hohenau_an_der_Raab,15.5130555555556,47.3008333333333,702.0
122220,Hohenems,9.68,47.3566666666667,422.0
122880,Hohenlehen,14.7775,47.8566666666667,424.0
123540,Hohentauern,14.4875,47.4338888888889,1265.0
124200,Hollenthon,16.2633333333333,47.5908333333333,685.0
124440,Hopfgarten_i_Brt_,12.1527777777778,47.4541666666667,591.0
125100,Hopfgarten_i_Def_,12.5127777777778,46.9197222222222,1096.0
125676,Horbranz,9.75277777777778,47.5502777777778,425.0
126336,Horzendorf,14.3311111111111,46.7344444444445,475.0
126672,Huttau,13.3155555555556,47.4130555555556,720.0
127332,Hutten,12.7330555555556,47.4472222222222,900.0
127992,Huttererboden,14.1805555555556,47.6797222222222,1370.0
128652,Huttschlag,13.2313888888889,47.1772222222222,1030.0
129312,Ibm,12.9594444444444,48.0669444444445,427.0
129972,Illmitz_Biologische_Station_,16.7536111111111,47.7705555555556,115.0
130284,Imst_Oberstadt,10.7411111111111,47.2488888888889,860.0
130944,Ingering_II,14.705,47.2711111111111,850.0
131604,Inneralpbach,11.9655555555556,47.3736111111111,1040.0
132264,Innerlaterns,9.74305555555556,47.2569444444445,1025.0
132924,Innerschmirn_Obern,11.6044444444444,47.1097222222222,1632.0
133488,Innervillgraten,12.3597222222222,46.81,1400.0
134160,Inzing,11.2072222222222,47.2705555555556,610.0
134724,Irschen_Leppen,13.0269444444444,46.7630555555556,1150.0
135312,Iselsberg_Penzelberg,12.8586111111111,46.8566666666667,1210.0
135984,Jagerwirt,15.0919444444444,46.7405555555556,1300.0
136440,Jauken,13.0355555555556,46.6744444444445,925.0
136680,Jerzens_Ritzenried,10.7819444444444,47.1225,1120.0
137340,Jochberg,12.4269444444444,47.3827777777778,950.0
138000,Judenburg,14.6622222222222,47.1727777777778,730.0
138660,Julbach,13.8561111111111,48.6652777777778,565.0
139188,Jungholz,10.4561111111111,47.5730555555556,1118.0
139740,Kaiserbrunn,15.7925,47.7358333333333,523.0
140400,Kaisers,10.2975,47.2133333333333,1380.0
140964,Kappl_Oberbichl,10.3961111111111,47.0744444444445,1490.0
141276,Karbachalm_Talstation_,13.1097222222222,47.38,925.0
141672,Karl,16.3466666666667,47.5080555555556,373.0
142332,Karlstetten,15.5766666666667,48.255,340.0
142872,Karlstift,14.7294444444444,48.5958333333333,919.0
143520,Kartitsch,12.5022222222222,46.725,1374.0
143976,Kaunertal_Vergotschen,10.7530555555556,47.0430555555556,1269.0
144576,Kelchsau,12.1388888888889,47.3863888888889,801.0
145236,Kematen_am_Innbach,13.8675,48.1763888888889,355.0
145896,Kendlbruck,13.8813888888889,47.0702777777778,940.0
146124,Kernhof,15.5169444444444,47.8230555555556,751.0
146532,Keutschach,14.1655555555556,46.5927777777778,530.0
147204,Kilb,15.4144444444444,48.1105555555556,295.0
147864,Kindtal,15.4666666666667,47.5241666666667,573.0
147936,Kirchberg_am_Wechsel,16.0063888888889,47.6055555555556,563.0
148596,Kirchberg_in_Tirol,12.3166666666667,47.4463888888889,830.0
149256,Kirchberg_ob_der_Donau,13.9380555555556,48.4447222222222,588.0
149904,Kirchdorf_an_der_Krems,14.1211111111111,47.9113888888889,456.0
150564,Kirchfidisch,16.3502777777778,47.1613888888889,266.0
150912,Kirchschlag_bei_Linz,14.2719444444444,48.4122222222222,885.0
151320,Kittsee,17.0666666666667,48.0813888888889,136.0
151980,Kitzeck_im_Sausal,15.4491666666667,46.7930555555556,485.0
152640,Klagenfurt,14.3186111111111,46.6127777777778,458.0
153180,Klammstein,13.0816666666667,47.2647222222222,795.0
153828,Klaus_an_der_Pyhrnbahn,14.1588888888889,47.8316666666667,461.0
154488,Klaushof,11.9430555555556,47.1577777777778,1022.0
155112,Klein_Pyhrgas,14.3808333333333,47.7088888888889,727.0
155772,Kleinarl,13.3163888888889,47.2825,990.0
156432,Kleinreifling,14.6422222222222,47.8230555555556,414.0
157092,Kleinvolderberg,11.5413888888889,47.2736111111111,660.0
157752,Kleylehof,17.0680555555556,47.8936111111111,135.0
158412,Klopein_am_Klopeiner_See,14.6016666666667,46.6055555555556,470.0
159072,Klosterle,10.0866666666667,47.1322222222222,1057.0
159612,Klosterwinkel,15.0969444444444,46.9158333333333,1162.0
160080,Knappenberg,14.5588888888889,46.9219444444445,1050.0
160548,Kobersdorf,16.3961111111111,47.5980555555556,333.0
161208,Kopfing,13.6602777777778,48.4413888888889,569.0
161820,Kossen,12.4027777777778,47.6716666666667,590.0
162480,Kreuzberg,15.4591666666667,46.7069444444445,590.0
162948,Kreuzwirt,15.7933333333333,47.38,1038.0
163560,Krippenstein,13.6941666666667,47.5238888888889,2050.0
164184,Kukmirn,16.205,47.0761111111111,252.0
164844,Laab,14.6452777777778,48.22,240.0
165504,Laab_im_Walde,16.1752777777778,48.155,318.0
166044,Laakirchen,13.8144444444444,47.9836111111111,440.0
166704,Lackenhof,15.1538888888889,47.87,807.0
167364,Ladis_Neuegg,10.6488888888889,47.0972222222222,1426.0
168024,Lahn_Hallstatt,13.6463888888889,47.5569444444444,510.0
168684,Lambrechten,13.5233333333333,48.3133333333333,396.0
169332,Lanersbach,11.7438888888889,47.1622222222222,1250.0
169992,Langenfeld,10.97,47.0763888888889,1180.0
170652,Langhalsen,14.0022222222222,48.4794444444445,449.0
171300,Lasberg,14.5152777777778,48.4883333333333,575.0
171816,Laussa,14.4533333333333,47.9527777777778,440.0
172476,Lavamund,14.9408333333333,46.6408333333333,348.0
172596,Lech,10.1361111111111,47.2047222222222,1480.0
173256,Leonding,14.2605555555556,48.2761111111111,273.0
173916,Lessach,13.8088888888889,47.1897222222222,1190.0
174048,Leutasch_Kirchplatzl,11.1425,47.3711111111111,1135.0
174708,Leutschach,15.4644444444444,46.6530555555556,370.0
175368,Liebenau,14.8091666666667,48.5344444444444,953.0
176016,Lienz_Tristach,12.7902777777778,46.8202777777778,666.0
176628,Liezen,14.2366666666667,47.5708333333333,670.0
177288,Ligist,15.2086111111111,46.9883333333333,370.0
177948,Limberg,15.2091666666667,46.7458333333333,450.0
178464,Linz_Urfahr,14.2752777777778,48.32,305.0
179124,Linz_Wasserwerk_Scharlinz_,14.3116666666667,48.2666666666667,260.0
179580,Linzer_Haus,14.2883333333333,47.6469444444444,1435.0
180240,Loretto,16.5211111111111,47.9133333333333,231.0
180660,Ludesch,9.78472222222222,47.1927777777778,550.0
181080,Lunz_am_See,15.0686111111111,47.855,611.0
181740,Lustenau,9.66888888888889,47.4336111111111,404.0
182400,Lutzmannsburg,16.6405555555556,47.4638888888889,206.0
183060,Magdalensberg,14.4305555555556,46.725,920.0
183732,Mailberg,16.1833333333333,48.6725,208.0
184380,Maissau,15.8236111111111,48.5669444444445,333.0
185028,Maitratten_Sonnleiten,13.9325,46.7866666666667,1000.0
185484,Malta,13.5069444444444,46.9547222222222,830.0
186144,Mannersdorf_an_der_Rabnitz,16.5188888888889,47.4233333333333,252.0
186804,Maria_Laach_am_Jauerling,15.3458333333333,48.3055555555556,594.0
187260,Maria_Langegg,15.4541666666667,48.3252777777778,495.0
187920,Maria_Lankowitz,15.0658333333333,47.0661111111111,530.0
188592,Maria_Luggau,12.7455555555556,46.7033333333333,1140.0
189264,Maria_Neustift,14.6102777777778,47.9388888888889,609.0
189924,Mariensee,15.9713888888889,47.5408333333333,869.0
190584,Markt_Allhau,16.0913888888889,47.2533333333333,327.0
190932,Matrei_am_Brenner,11.4552777777778,47.1311111111111,970.0
191592,Matrei_in_Osttirol,12.5433333333333,47.0033333333333,1001.0
192252,Mattighofen,13.1411111111111,48.0794444444445,457.0
192912,Matzen,16.7,48.3972222222222,170.0
193572,Mautern,14.7811111111111,47.4130555555556,753.0
194232,Mauthausen,14.5036111111111,48.2469444444445,247.0
194892,Meiningen,9.58027777777778,47.3025,423.0
195552,Meschach,9.685,47.3358333333333,850.0
196212,Michaelerberg,13.8897222222222,47.4102777777778,1280.0
196872,Miesenbach,15.9819444444444,47.8377777777778,480.0
196944,Millstatt,13.5713888888889,46.8025,591.0
197616,Mitterbach,15.3094444444444,47.8255555555556,865.0
198072,Moggers,9.81472222222222,47.5616666666667,1010.0
198732,Molln,14.2347222222222,47.8777777777778,423.0
199392,Monichkirchner_Schwaig,16.0083333333333,47.5188888888889,1188.0
200052,Moosbrunn,16.4488888888889,48.0219444444445,198.0
200292,Morbisch_am_See,16.6669444444444,47.7566666666667,130.0
200952,Muhldorf_bei_Spitz,15.3483333333333,48.375,375.0
201492,Muhr,13.4736111111111,47.1083333333333,1110.0
202152,Munzkirchen,13.5711111111111,48.4797222222222,498.0
202800,Murzsteg,15.4725,47.6736111111111,810.0
203460,Namlos,10.6583333333333,47.355,1260.0
204120,Nassereith,10.8497222222222,47.3105555555556,854.0
204744,Nasswald,15.6966666666667,47.7644444444444,619.0
205404,Navis,11.5455555555556,47.1344444444444,1385.0
205800,Nebersdorf,16.5733333333333,47.505,225.0
206244,Neuhaus_am_Zellerain,15.2086111111111,47.7955555555556,1076.0
206904,Neuhaus_an_der_Donau,13.9997222222222,48.4241666666667,450.0
207552,Neuhof,15.1536111111111,47.2325,770.0
208116,Neuhofen_an_der_Krems,14.2225,48.1336111111111,326.0
208776,Neukirchen,12.2983333333333,47.2525,830.0
209412,Neukirchen_am_Walde,13.7758333333333,48.4083333333333,555.0
210060,Neukirchen_an_der_Enknach,13.0375,48.1813888888889,404.0
210720,Neumarkt_an_der_Raab,16.1613888888889,46.9275,243.0
211380,Neumarkt_im_Hausruck,13.7247222222222,48.2780555555556,398.0
212040,Neumarkt_im_Muhlkreis,14.4458333333333,48.4327777777778,611.0
212688,Neusserling,14.1719444444444,48.4313888888889,615.0
213132,Neustift_an_der_Rosalia,16.3186111111111,47.7072222222222,597.0
213792,Neustift_i_St_Volderau,11.255,47.0691666666667,1130.0
214356,Neustift_im_Muhlkreis,13.7658333333333,48.5266666666667,597.0
214788,Nexing,16.66,48.4913888888889,201.0
215136,Nickelsdorf,17.0894444444444,47.9447222222222,130.0
215796,Niederndorferberg,12.2380555555556,47.6725,980.0
216348,Nikitsch,16.6683333333333,47.5311111111111,222.0
216804,Nikolsdorf,12.9047222222222,46.7869444444445,650.0
217260,Noreia,14.5288888888889,47.0144444444444,1060.0
217920,Nussdorf,13.0116666666667,47.9747222222222,460.0
218580,Obdach,14.6941666666667,47.0688888888889,875.0
219240,Oberdorf_im_Burgenland,16.21,47.2252777777778,361.0
219900,Oberdrauburg,12.9805555555556,46.7458333333333,620.0
220572,Oberglan,14.11,46.6872222222222,581.0
221244,Oberkappel,13.7675,48.5533333333333,522.0
221892,Obernberg_am_Brenner,11.4263888888889,47.0183333333333,1360.0
222552,Oberndorf,12.9480555555556,47.9613888888889,430.0
223212,Oberpullendorf,16.5280555555556,47.4891666666667,233.0
223872,Obertilliach,12.6191666666667,46.7086111111111,1400.0
224544,Obertraun,13.6791666666667,47.5602777777778,513.0
225204,Oberwang,13.4252777777778,47.87,595.0
225744,Oberwart,16.2211111111111,47.2816666666667,314.0
226344,Obsteig,10.9236111111111,47.3008333333333,950.0
227004,Ochsengarten_Obergut,10.9186111111111,47.23,1695.0
227604,Oed,14.7458333333333,48.1263888888889,401.0
228264,Oetz,10.8861111111111,47.2058333333333,760.0
228924,Oggau,16.6675,47.8344444444444,120.0
229584,Ollersbach,15.86,48.2008333333333,244.0
229992,Oppenberg,14.27,47.4894444444445,1060.0
230580,Opponitz,14.8319444444444,47.8916666666667,402.0
231240,Ossiach,13.9702777777778,46.66,525.0
231912,Ostermiething,12.8338888888889,48.0513888888889,410.0
232572,Osterwitz,15.0825,46.8625,1220.0
233064,Osterwitz_Winkel,15.0713888888889,46.88,1000.0
233460,Ottenschlag,15.2241666666667,48.4255555555556,863.0
234120,Ottensheim,14.1711111111111,48.33,264.0
234768,Ottenstein,15.3408333333333,48.5836111111111,554.0
234900,Paal_Stadl,13.9930555555556,47.0894444444445,870.0
235560,Pack,14.9861111111111,46.9791666666667,1115.0
236220,Pama,17.035,48.0483333333333,134.0
236880,Parndorf,16.8625,47.9969444444444,181.0
237312,Pechgraben,14.5330555555556,47.9102777777778,430.0
237744,Pernegg,15.3352777777778,47.3652777777778,460.0
238164,Peuerbach,13.7897222222222,48.3066666666667,372.0
238812,Pfander,9.78055555555556,47.5086111111111,1055.0
239172,Pfarrkirchen_AT_HZB,13.8241666666667,48.5052777777778,815.0
239460,Piberstein,14.2016666666667,48.5227777777778,871.0
240108,Pilgersdorf,16.3630555555556,47.41,360.0
240768,Pillichsdorf,16.5297222222222,48.3686111111111,169.0
241428,Pinkafeld,16.1138888888889,47.3755555555556,397.0
242088,Plangeross,10.8675,46.9875,1605.0
242748,Planneralm,14.2030555555556,47.405,1605.0
243192,Pleschkogel,15.2388888888889,47.1491666666667,910.0
243864,Podersdorf_am_See,16.8377777777778,47.8552777777778,121.0
244524,Pollau,15.8358333333333,47.3072222222222,420.0
245136,Pollau_Zentralstation_,15.8086111111111,47.3266666666667,525.0
245640,Pommersdorf,15.4302777777778,48.8430555555556,483.0
245892,Postalm,13.4316666666667,47.6536111111111,1170.0
246024,Postlingberg,14.2586111111111,48.3297222222222,490.0
246684,Potschen,13.6955555555556,47.6236111111111,1000.0
247344,Pottenstein,16.095,47.9641666666667,327.0
247572,Pottschach,15.9938888888889,47.6880555555556,411.0
248232,Pottsching,16.3758333333333,47.8044444444444,215.0
248892,Pragraten,12.3755555555556,47.0180555555556,1340.0
249564,Preblau,14.8038888888889,46.9280555555556,790.0
250236,Preiner_Gscheid,15.7008333333333,47.6613888888889,890.0
250896,Pyhra,15.6966666666667,48.1486111111111,298.0
251556,Radfeld,11.9005555555556,47.4447222222222,514.0
252120,Radstadt,13.4541666666667,47.3891666666667,890.0
252780,Rainbach_im_Muhlkreis,14.4836111111111,48.5513888888889,690.0
253428,Rappottenstein,15.0961111111111,48.5244444444444,586.0
254076,Redlschlag,16.2894444444444,47.4383333333333,704.0
254712,Reichenfels,14.7477777777778,47.0072222222222,800.0
255372,Reichraming,14.4655555555556,47.8930555555556,360.0
256032,Rettenegg,15.7811111111111,47.5255555555556,860.0
256692,Ried_im_Innkreis,13.4897222222222,48.2180555555556,427.0
256752,Ried_im_Oberinntal,10.6605555555556,47.0575,895.0
257412,Ried_im_Zillertal,11.8630555555556,47.3077777777778,554.0
